"Dimensions.Height","Dimensions.Length","Dimensions.Width"
"181","22","206"
"120","140","181"
"120","140","181"
"120","140","181"
"120","140","181"
"120","140","181"
"188","140","206"
"188","140","206"
"188","140","206"
"188","140","206"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"82","215","240"
"82","215","240"
"79","215","240"
"79","215","240"
"82","215","240"
"79","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"79","215","240"
"79","215","240"
"79","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"79","215","240"
"79","215","240"
"82","207","240"
"79","207","240"
"74","153","224"
"74","153","224"
"74","153","224"
"74","153","224"
"74","153","224"
"74","153","224"
"64","153","224"
"64","153","224"
"54","153","224"
"54","153","224"
"228","89","188"
"228","89","188"
"228","89","188"
"228","89","188"
"7","96","113"
"244","89","188"
"244","89","188"
"7","96","113"
"133","208","237"
"133","208","237"
"143","208","237"
"143","208","237"
"133","176","237"
"133","176","237"
"143","176","237"
"143","176","237"
"133","176","237"
"133","176","237"
"143","176","237"
"133","176","237"
"143","176","237"
"143","176","237"
"133","122","237"
"143","122","237"
"133","176","237"
"143","176","237"
"143","176","237"
"143","176","237"
"128","176","237"
"138","176","237"
"128","176","237"
"138","176","237"
"138","176","237"
"128","176","237"
"134","27","8"
"134","27","8"
"134","27","8"
"135","22","8"
"135","27","8"
"135","27","8"
"167","3","102"
"167","127","102"
"167","3","102"
"167","127","102"
"167","3","102"
"167","127","102"
"138","176","237"
"138","176","237"
"226","126","29"
"226","126","29"
"226","126","29"
"226","126","29"
"2","96","113"
"2","96","113"
"244","127","57"
"244","214","57"
"244","127","57"
"208","127","57"
"208","127","57"
"234","127","57"
"112","22","181"
"112","22","181"
"112","22","181"
"112","22","181"
"112","22","181"
"181","22","206"
"181","22","206"
"181","22","206"
"181","22","206"
"181","22","206"
"181","22","206"
"120","140","181"
"120","140","181"
"120","140","181"
"120","140","181"
"120","140","181"
"188","140","206"
"188","140","206"
"188","140","206"
"188","140","206"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"112","140","181"
"181","140","206"
"181","140","206"
"208","99","57"
"132","172","29"
"132","172","29"
"132","172","29"
"208","99","57"
"234","99","57"
"234","99","57"
"244","99","57"
"234","99","57"
"244","99","57"
"244","196","57"
"244","99","57"
"85","99","57"
"244","99","57"
"234","99","57"
"244","99","57"
"85","99","57"
"244","99","57"
"244","196","57"
"208","99","57"
"57","196","57"
"234","99","57"
"244","99","57"
"244","99","57"
"244","99","57"
"244","99","57"
"234","99","57"
"234","99","57"
"208","99","57"
"73","196","57"
"244","99","57"
"244","127","57"
"244","214","57"
"244","214","57"
"244","127","57"
"208","127","57"
"208","127","57"
"208","127","57"
"234","127","57"
"234","127","57"
"132","172","29"
"132","172","29"
"132","172","29"
"82","207","240"
"82","207","240"
"82","207","240"
"82","207","240"
"82","207","240"
"82","207","240"
"79","207","240"
"79","207","240"
"82","207","240"
"82","207","240"
"79","207","240"
"79","207","240"
"158","148","19"
"145","202","224"
"125","36","166"
"148","51","226"
"148","51","226"
"145","202","224"
"125","36","166"
"148","51","226"
"148","51","226"
"148","51","226"
"148","51","226"
"148","51","226"
"148","51","226"
"183","51","19"
"183","51","19"
"148","51","226"
"148","51","226"
"148","51","226"
"148","51","226"
"183","51","19"
"183","51","19"
"77","102","237"
"77","102","237"
"77","102","237"
"77","102","237"
"82","102","237"
"82","102","237"
"82","102","237"
"82","102","237"
"82","102","237"
"74","70","237"
"74","70","237"
"74","70","237"
"74","70","237"
"74","70","237"
"82","70","237"
"82","70","237"
"82","70","237"
"82","70","237"
"82","70","237"
"135","53","24"
"135","53","24"
"234","99","57"
"234","99","57"
"208","99","57"
"234","99","57"
"234","99","57"
"234","99","57"
"234","99","57"
"234","99","57"
"208","99","57"
"234","99","57"
"234","99","57"
"234","99","57"
"234","99","57"
"203","223","64"
"128","127","179"
"128","127","179"
"145","202","224"
"145","202","224"
"148","51","226"
"148","51","226"
"145","202","224"
"145","202","224"
"148","51","226"
"148","51","226"
"148","51","226"
"148","51","226"
"148","51","226"
"148","51","226"
"183","51","19"
"183","51","19"
"148","51","226"
"148","51","226"
"148","51","226"
"148","51","226"
"183","51","19"
"183","51","19"
"37","128","224"
"37","128","224"
"37","128","224"
"37","128","224"
"37","128","224"
"37","128","224"
"37","128","224"
"37","128","224"
"37","128","224"
"37","128","224"
"49","5","214"
"49","5","214"
"49","5","214"
"49","5","214"
"49","5","214"
"49","5","214"
"49","5","214"
"49","5","214"
"62","128","224"
"62","128","224"
"42","124","224"
"42","124","224"
"62","128","224"
"62","128","224"
"42","124","224"
"42","124","224"
"62","128","224"
"62","128","224"
"42","124","224"
"42","124","224"
"62","128","224"
"62","128","224"
"42","124","224"
"42","124","224"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"206","173","29"
"206","173","29"
"208","173","29"
"208","173","29"
"206","173","29"
"206","173","29"
"206","173","29"
"206","173","29"
"206","173","29"
"206","173","29"
"208","173","29"
"208","173","29"
"206","173","29"
"206","173","29"
"244","99","57"
"244","99","57"
"244","196","57"
"244","196","57"
"244","99","57"
"244","99","57"
"244","196","57"
"244","196","57"
"244","99","57"
"244","99","57"
"85","99","57"
"85","196","57"
"85","99","57"
"85","196","57"
"203","223","64"
"203","223","64"
"203","223","64"
"203","223","64"
"203","223","64"
"203","223","64"
"203","223","64"
"203","223","64"
"203","223","64"
"193","223","64"
"195","227","3"
"195","227","3"
"195","227","3"
"44","128","224"
"44","128","224"
"50","116","224"
"50","116","224"
"44","128","224"
"44","128","224"
"133","208","237"
"133","208","237"
"143","208","237"
"133","208","237"
"143","208","237"
"143","208","237"
"133","176","237"
"133","176","237"
"143","176","237"
"133","176","237"
"143","176","237"
"143","176","237"
"133","176","237"
"133","176","237"
"143","176","237"
"133","176","237"
"143","176","237"
"143","176","237"
"133","122","237"
"143","122","237"
"133","122","237"
"143","122","237"
"143","122","237"
"133","176","237"
"143","176","237"
"133","176","237"
"143","176","237"
"143","176","237"
"128","176","237"
"138","176","237"
"128","176","237"
"138","176","237"
"138","176","237"
"128","176","237"
"138","176","237"
"128","176","237"
"138","176","237"
"138","176","237"
"44","128","224"
"44","128","224"
"50","116","224"
"50","116","224"
"44","128","224"
"44","128","224"
"195","227","203"
"195","227","203"
"102","72","227"
"140","72","227"
"102","72","227"
"140","72","227"
"153","72","227"
"105","72","227"
"146","72","227"
"105","72","227"
"105","58","227"
"146","72","227"
"146","58","227"
"161","72","227"
"115","72","227"
"156","72","227"
"102","72","227"
"140","72","227"
"206","173","29"
"206","173","29"
"208","173","29"
"208","173","29"
"206","173","29"
"206","173","29"
"206","173","29"
"206","173","29"
"206","173","29"
"206","173","29"
"208","173","29"
"208","173","29"
"206","173","29"
"206","173","29"
"195","62","3"
"195","62","3"
"195","62","203"
"195","62","203"
"82","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"79","215","240"
"79","215","240"
"79","207","240"
"79","215","240"
"79","215","240"
"79","215","240"
"79","215","240"
"226","126","29"
"226","126","29"
"85","215","237"
"85","215","237"
"85","215","237"
"85","215","237"
"85","215","237"
"85","215","237"
"85","215","237"
"96","215","237"
"79","215","237"
"79","215","237"
"79","215","237"
"79","215","237"
"79","215","237"
"79","215","237"
"77","185","237"
"77","185","237"
"77","185","237"
"77","185","237"
"77","185","237"
"77","185","237"
"102","72","227"
"140","72","227"
"153","72","227"
"105","72","227"
"146","72","227"
"105","72","227"
"105","58","227"
"146","72","227"
"146","58","227"
"161","72","227"
"115","72","227"
"156","72","227"
"77","102","237"
"77","102","237"
"77","102","237"
"77","102","237"
"82","102","237"
"82","102","237"
"82","102","237"
"82","102","237"
"82","102","237"
"74","70","237"
"74","70","237"
"74","70","237"
"74","70","237"
"74","70","237"
"82","70","237"
"82","70","237"
"82","70","237"
"82","70","237"
"82","70","237"
"105","128","224"
"105","128","224"
"111","116","224"
"111","116","224"
"105","128","224"
"105","128","224"
"111","116","224"
"111","116","224"
"82","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"79","215","240"
"79","215","240"
"79","215","240"
"79","215","240"
"79","215","240"
"79","215","240"
"79","215","240"
"79","215","240"
"105","128","224"
"105","128","224"
"111","116","224"
"111","116","224"
"105","128","224"
"105","128","224"
"111","116","224"
"111","116","224"
"85","215","237"
"85","215","237"
"85","215","237"
"85","215","237"
"85","215","237"
"85","215","237"
"85","215","237"
"85","215","237"
"79","215","237"
"79","215","237"
"79","215","237"
"79","215","237"
"79","215","237"
"79","215","237"
"79","215","237"
"79","215","237"
"77","185","237"
"77","185","237"
"77","185","237"
"77","185","237"
"77","185","237"
"77","185","237"
"77","128","224"
"77","128","224"
"75","116","224"
"75","116","224"
"77","128","224"
"77","128","224"
"75","116","224"
"75","116","224"
"77","128","224"
"77","128","224"
"75","116","224"
"75","116","224"
"77","128","224"
"77","128","224"
"75","116","224"
"75","116","224"
"102","72","227"
"102","72","227"
"140","72","227"
"140","72","227"
"102","72","227"
"102","72","227"
"140","72","227"
"140","72","227"
"153","72","227"
"153","72","227"
"105","72","227"
"105","72","227"
"146","72","227"
"146","72","227"
"105","72","227"
"105","72","227"
"105","58","227"
"105","58","227"
"146","72","227"
"146","72","227"
"146","58","227"
"146","58","227"
"161","72","227"
"161","72","227"
"153","72","227"
"115","72","227"
"156","72","227"
"156","72","227"
"226","126","29"
"226","126","29"
"226","126","29"
"132","172","29"
"132","172","29"
"132","172","29"
"132","172","29"
"102","72","227"
"140","72","227"
"102","72","227"
"140","72","227"
"153","72","227"
"105","72","227"
"146","72","227"
"105","72","227"
"105","58","227"
"146","72","227"
"146","58","227"
"153","72","227"
"115","72","227"
"156","72","227"
"102","188","224"
"102","188","224"
"102","188","224"
"102","188","224"
"102","188","224"
"118","188","224"
"118","188","224"
"118","188","224"
"118","188","224"
"118","188","224"
"115","184","224"
"115","184","224"
"115","184","224"
"115","184","224"
"115","184","224"
"130","184","224"
"130","184","224"
"130","184","224"
"130","184","224"
"130","184","224"
"115","184","224"
"115","184","224"
"115","184","224"
"115","184","224"
"107","184","224"
"107","184","224"
"107","184","224"
"107","184","224"
"130","184","224"
"135","253","212"
"135","253","212"
"95","253","212"
"95","253","212"
"95","45","212"
"95","45","212"
"135","253","212"
"135","253","212"
"143","253","212"
"143","253","212"
"148","45","212"
"148","45","212"
"95","45","212"
"95","45","212"
"148","45","212"
"148","45","212"
"95","253","212"
"95","253","212"
"143","253","212"
"143","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"95","253","212"
"95","253","212"
"95","253","212"
"143","253","212"
"143","253","212"
"143","253","212"
"95","45","212"
"95","253","212"
"95","253","212"
"148","45","212"
"95","253","212"
"95","253","212"
"95","253","212"
"143","253","212"
"143","253","212"
"143","253","212"
"95","45","212"
"95","45","212"
"143","253","212"
"143","253","212"
"102","36","212"
"102","36","212"
"138","36","212"
"138","36","212"
"135","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"199","234","144"
"199","7","144"
"102","36","212"
"102","36","212"
"138","36","212"
"138","36","212"
"143","253","212"
"143","253","212"
"143","253","212"
"133","253","212"
"133","253","212"
"133","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"102","36","212"
"102","36","212"
"135","213","212"
"135","213","212"
"156","213","212"
"156","213","212"
"156","213","212"
"95","253","212"
"135","253","212"
"143","253","212"
"143","253","212"
"95","45","212"
"148","45","212"
"102","45","212"
"102","45","212"
"138","36","212"
"138","36","212"
"143","253","212"
"143","253","212"
"143","253","212"
"156","213","212"
"133","253","212"
"133","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"135","213","212"
"135","213","212"
"135","213","212"
"156","213","212"
"156","213","212"
"95","253","212"
"95","253","212"
"95","253","212"
"143","253","212"
"143","253","212"
"95","45","212"
"95","45","212"
"148","45","212"
"148","45","212"
"95","253","212"
"143","253","212"
"95","253","212"
"135","253","212"
"143","253","212"
"148","45","212"
"24","253","212"
"135","253","212"
"95","253","212"
"143","253","212"
"95","45","212"
"148","45","212"
"102","36","212"
"138","36","212"
"138","36","212"
"24","253","212"
"24","253","212"
"135","253","212"
"135","253","212"
"199","234","212"
"102","36","212"
"138","36","212"
"143","253","212"
"143","253","212"
"143","253","212"
"133","253","212"
"133","253","212"
"133","253","212"
"24","253","212"
"24","253","212"
"24","253","212"
"135","253","212"
"135","253","212"
"135","253","212"
"135","213","212"
"135","213","212"
"138","36","212"
"143","253","212"
"156","213","212"
"156","213","212"
"95","253","212"
"95","253","212"
"143","253","212"
"95","45","212"
"95","45","212"
"148","45","212"
"102","36","212"
"138","36","212"
"135","253","212"
"138","36","212"
"143","253","212"
"143","253","212"
"143","253","212"
"133","253","212"
"133","253","212"
"133","253","212"
"24","253","212"
"143","253","212"
"95","45","212"
"135","253","212"
"135","213","212"
"135","213","212"
"156","213","212"
"156","213","212"
"95","253","212"
"95","253","212"
"143","253","212"
"143","253","212"
"95","45","212"
"95","45","212"
"148","45","212"
"148","45","212"
"82","207","240"
"82","207","240"
"79","207","240"
"79","207","240"
"82","207","240"
"82","207","240"
"79","207","240"
"79","207","240"
"135","2","219"
"246","102","83"
"183","40","67"
"183","40","67"
"183","40","67"
"150","22","234"
"150","22","234"
"97","235","224"
"97","235","224"
"97","235","224"
"113","235","224"
"113","235","224"
"97","235","224"
"97","235","224"
"113","235","224"
"113","235","224"
"97","235","224"
"97","235","224"
"97","235","224"
"132","21","211"
"132","21","211"
"132","21","211"
"142","21","211"
"142","21","211"
"142","21","211"
"142","21","211"
"137","184","24"
"137","184","24"
"137","184","24"
"137","184","24"
"185","6","31"
"185","6","31"
"185","6","31"
"185","6","31"
"45","150","57"
"45","150","57"
"45","150","57"
"35","150","52"
"35","52","52"
"35","150","52"
"35","150","52"
"35","150","52"
"33","28","229"
"33","28","229"
"119","122","254"
"210","38","97"
"210","38","97"
"188","68","97"
"188","68","97"
"188","68","97"
"188","68","97"
"188","68","97"
"188","68","97"
"188","68","97"
"188","68","97"
"188","68","97"
"168","125","209"
"168","125","209"
"168","125","209"
"168","125","209"
"181","245","209"
"181","245","209"
"181","245","209"
"181","245","209"
"168","125","209"
"168","125","209"
"168","125","209"
"168","125","209"
"196","245","209"
"196","245","209"
"196","245","209"
"196","245","209"
"110","186","57"
"110","186","57"
"110","186","57"
"110","186","57"
"110","186","57"
"110","186","57"
"110","186","57"
"36","20","57"
"52","20","57"
"41","20","57"
"52","20","57"
"41","20","57"
"52","20","57"
"41","20","57"
"52","20","57"
"54","20","57"
"214","233","153"
"214","233","153"
"214","233","153"
"214","233","153"
"172","164","236"
"172","164","236"
"172","164","236"
"172","164","236"
"188","164","236"
"172","164","236"
"111","42","31"
"111","42","31"
"127","42","31"
"114","42","31"
"167","155","247"
"167","155","247"
"115","95","21"
"115","95","21"
"168","155","222"
"168","155","222"
"189","155","222"
"189","155","222"
"168","155","222"
"168","155","222"
"189","155","222"
"189","155","222"
"168","155","222"
"168","155","222"
"189","155","222"
"189","155","222"
"145","228","8"
"160","228","8"
"145","228","8"
"145","228","8"
"145","228","8"
"135","27","8"
"135","22","8"
"135","27","8"
"135","53","24"
"150","6","28"
"195","196","83"
"195","196","83"
"195","60","83"
"195","60","83"
"214","221","191"
"214","221","191"
"214","221","191"
"214","221","191"
"214","221","191"
"214","221","191"
"214","221","191"
"214","221","191"
"214","221","191"
"214","221","191"
"214","221","191"
"214","221","191"
"103","17","228"
"191","147","63"
"180","17","63"
"191","147","63"
"62","102","50"
"195","86","54"
"195","86","54"
"195","86","54"
"195","86","54"
"195","86","54"
"195","86","54"
"195","86","54"
"195","86","54"
"195","86","54"
"152","243","57"
"152","243","57"
"184","162","93"
"184","162","93"
"152","243","57"
"152","243","57"
"152","243","57"
"152","243","57"
"152","243","57"
"117","47","59"
"119","65","59"
"114","93","31"
"114","93","31"
"195","153","102"
"36","22","11"
"36","22","11"
"36","22","11"
"36","22","11"
"142","251","135"
"142","251","135"
"142","251","135"
"133","170","237"
"133","170","237"
"8","210","133"
"8","210","133"
"8","210","133"
"8","210","133"
"8","210","133"
"8","210","133"
"8","210","133"
"8","210","133"
"8","210","133"
"8","210","133"
"8","210","133"
"8","210","133"
"193","251","166"
"193","212","151"
"193","212","151"
"193","212","151"
"193","212","151"
"193","212","151"
"193","212","151"
"193","212","151"
"193","212","151"
"24","215","133"
"24","215","133"
"92","215","133"
"24","215","133"
"24","215","133"
"195","109","158"
"195","109","158"
"195","109","158"
"195","109","158"
"163","89","237"
"163","89","237"
"163","89","237"
"163","89","237"
"163","89","237"
"163","89","237"
"163","89","237"
"163","89","237"
"190","237","219"
"190","237","219"
"190","237","219"
"190","237","219"
"190","237","219"
"190","237","219"
"190","237","219"
"190","242","219"
"203","213","113"
"203","213","113"
"130","80","16"
"130","80","16"
"130","80","16"
"130","80","16"
"130","80","16"
"130","80","16"
"130","80","16"
"170","157","130"
"170","157","130"
"170","157","130"
"170","157","130"
"170","157","130"
"203","28","57"
"203","28","57"
"203","28","57"
"203","28","57"
"254","62","211"
"254","62","211"
"172","19","242"
"172","19","242"
"172","19","242"
"172","19","242"
"172","19","242"
"172","19","242"
"172","19","242"
"172","19","242"
"172","19","242"
"223","204","244"
"223","204","244"
"223","204","244"
"223","204","244"
"137","190","62"
"137","190","62"
"137","190","62"
"190","153","219"
"190","153","219"
"190","153","219"
"190","153","219"
"190","153","219"
"180","159","234"
"188","31","206"
"188","31","206"
"188","31","206"
"188","31","206"
"188","31","206"
"220","155","183"
"220","155","183"
"220","155","183"
"220","155","183"
"220","155","183"
"220","155","183"
"155","22","41"
"155","22","41"
"229","22","41"
"229","22","41"
"183","22","41"
"186","22","41"
"188","22","41"
"186","22","41"
"191","221","143"
"191","221","143"
"191","221","143"
"191","221","143"
"191","221","143"
"191","221","143"
"180","176","239"
"180","176","239"
"180","176","239"
"180","176","239"
"119","128","229"
"119","128","229"
"119","128","229"
"119","128","229"
"180","244","239"
"180","244","239"
"155","151","216"
"155","151","216"
"155","151","216"
"155","151","216"
"174","235","38"
"174","235","38"
"174","235","38"
"174","235","38"
"174","235","38"
"175","206","183"
"175","206","183"
"175","206","183"
"175","206","183"
"74","23","249"
"74","23","249"
"74","23","249"
"74","23","249"
"74","23","249"
"205","2","41"
"205","2","41"
"205","2","41"
"205","2","41"
"205","2","41"
"205","2","41"
"196","187","148"
"196","187","148"
"196","187","148"
"196","187","148"
"196","187","148"
"196","187","148"
"196","187","148"
"239","233","194"
"239","233","194"
"239","233","194"
"239","233","194"
"239","233","194"
"239","233","194"
"239","233","194"
"239","233","194"
"239","233","194"
"239","233","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"148","98","194"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"155","151","216"
"155","151","216"
"155","151","216"
"193","212","151"
"155","151","216"
"193","212","151"
"161","10","214"
"161","10","214"
"193","212","151"
"193","212","151"
"193","212","151"
"167","155","247"
"167","155","247"
"119","230","44"
"77","60","219"
"77","60","219"
"77","60","219"
"77","60","219"
"22","60","219"
"22","60","219"
"22","60","219"
"22","60","219"
"22","60","219"
"22","60","219"
"22","60","219"
"22","60","219"
"117","105","216"
"117","105","216"
"117","105","216"
"117","105","216"
"117","105","216"
"117","105","216"
"117","105","216"
"117","120","216"
"200","105","249"
"200","105","249"
"200","105","249"
"200","105","249"
"200","105","249"
"180","115","242"
"115","95","21"
"142","179","90"
"142","179","90"
"142","179","90"
"142","179","90"
"142","179","90"
"142","179","90"
"180","97","5"
"180","97","5"
"180","97","5"
"180","97","5"
"168","2","62"
"168","2","62"
"168","2","62"
"168","2","62"
"168","2","62"
"168","2","62"
"193","251","49"
"193","251","49"
"193","251","49"
"193","251","49"
"193","251","49"
"193","251","49"
"193","251","49"
"193","251","49"
"193","251","49"
"193","251","49"
"193","212","151"
"32","186","240"
"42","186","240"
"42","186","240"
"49","186","240"
"49","186","240"
"11","141","44"
"11","141","44"
"11","141","44"
"11","141","44"
"11","141","44"
"11","141","44"
"11","141","44"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"132","134","105"
"142","179","90"
"142","179","90"
"247","200","105"
"247","200","105"
"132","134","105"
"66","230","69"
"175","251","49"
"175","251","49"
"175","19","97"
"132","134","105"
"180","115","242"
"214","23","161"
"214","23","161"
"214","23","161"
"214","23","161"
"188","115","242"
"188","115","242"
"193","212","151"
"193","212","151"
"193","212","151"
"193","212","151"
"167","155","247"
"167","155","247"
"167","155","247"
"167","155","247"
"167","155","247"
"167","155","247"
"167","155","247"
"167","155","247"
"119","230","44"
"119","230","44"
"175","19","97"
"175","19","97"
"175","19","97"
"175","19","97"
"175","19","97"
"175","19","97"
"175","19","97"
"188","115","242"
"188","115","242"
"160","62","221"
"127","62","221"
"127","62","221"
"127","62","221"
"127","62","221"
"205","181","16"
"205","181","16"
"205","181","16"
"193","12","49"
"193","12","49"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"132","225","118"
"132","225","118"
"132","225","118"
"132","225","118"
"132","225","118"
"132","225","118"
"132","225","118"
"77","60","219"
"77","60","219"
"77","60","219"
"34","41","79"
"34","41","79"
"66","230","69"
"66","230","69"
"66","230","69"
"66","230","69"
"66","230","69"
"114","12","247"
"114","12","247"
"114","12","247"
"114","12","247"
"114","12","247"
"114","12","247"
"114","12","247"
"114","12","247"
"114","12","247"
"114","12","247"
"132","9","24"
"132","9","24"
"247","200","105"
"247","200","105"
"247","200","105"
"247","200","105"
"175","19","97"
"175","19","97"
"175","19","97"
"66","230","69"
"66","230","69"
"66","230","69"
"39","220","128"
"39","220","128"
"39","220","128"
"135","23","214"
"135","23","214"
"135","23","214"
"135","23","214"
"135","23","214"
"135","23","214"
"135","23","214"
"135","23","214"
"135","23","214"
"135","23","214"
"135","23","214"
"135","23","214"
"64","29","217"
"64","29","217"
"64","29","217"
"64","29","217"
"64","29","217"
"64","29","217"
"64","29","217"
"64","29","217"
"85","106","166"
"85","106","166"
"85","106","166"
"85","106","166"
"104","12","247"
"104","12","247"
"104","12","247"
"104","12","247"
"91","12","247"
"91","12","247"
"111","7","11"
"111","7","11"
"252","167","108"
"252","167","108"
"252","167","108"
"252","167","108"
"247","200","105"
"247","200","105"
"183","40","67"
"183","40","67"
"183","40","67"
"183","183","67"
"183","40","67"
"183","40","67"
"183","40","67"
"183","40","67"
"183","40","67"
"247","200","105"
"247","200","105"
"246","102","83"
"246","102","83"
"246","102","83"
"246","102","83"
"246","102","83"
"175","109","55"
"160","107","48"
"160","107","48"
"160","107","48"
"160","107","48"
"190","197","48"
"60","23","203"
"197","3","202"
"185","62","203"
"185","62","203"
"185","62","203"
"185","62","203"
"185","62","203"
"231","62","203"
"226","126","29"
"226","126","29"
"226","126","29"
"226","126","29"
"226","126","29"
"226","126","29"
"185","245","46"
"177","245","46"
"144","57","8"
"144","57","8"
"132","172","29"
"132","172","29"
"132","172","29"
"132","172","29"
"203","63","24"
"203","63","24"
"203","63","24"
"9","112","113"
"9","112","113"
"9","112","113"
"9","112","113"
"200","42","29"
"200","42","29"
"80","155","137"
"80","155","137"
"217","33","73"
"217","33","73"
"236","30","74"
"236","30","74"
"170","37","8"
"170","37","8"
"170","37","8"
"170","37","8"
"163","207","244"
"163","207","244"
"163","207","244"
"163","207","244"
"163","207","244"
"163","207","244"
"163","207","244"
"163","207","244"
"170","63","8"
"170","63","8"
"8","138","193"
"8","138","193"
"33","18","219"
"69","39","219"
"69","39","219"
"236","30","74"
"236","30","74"
"157","37","244"
"157","37","244"
"157","37","244"
"157","37","244"
"157","37","244"
"157","37","244"
"165","212","41"
"165","212","41"
"28","64","135"
"28","64","135"
"28","64","135"
"173","134","138"
"173","134","138"
"175","153","138"
"175","153","138"
"241","199","134"
"196","173","209"
"196","173","209"
"191","39","209"
"191","39","209"
"114","239","203"
"114","239","203"
"244","8","158"
"244","8","158"
"244","8","158"
"244","8","158"
"201","33","219"
"201","33","219"
"201","33","219"
"201","33","219"
"201","33","219"
"3","253","201"
"3","253","201"
"3","253","201"
"3","253","201"
"13","253","201"
"141","249","108"
"160","249","108"
"200","210","110"
"200","94","110"
